code,name,trading_value,open_price,high_price,low_price,close_price
00856B,永豐1-3年美公債,48108,37.33,37.33,37.33,37.33
00857B,永豐20年美公債,49356010,22.15,22.21,22.13,22.13
00858,永豐美國500大,10403319,35.47,35.64,35.47,35.55
00859B,群益0-1年美債,134090492,41.04,41.17,41.03,41.17
00860B,群益1-5Y投資級債,3780802,37.81,37.81,37.8,37.8
00862B,中信投資級公司債,11798521,30.35,30.37,30.3,30.34
00863B,中信全球電信債,9390090,30.51,30.52,30.48,30.48
00864B,中信美國公債0-1,56677486,45.93,46.13,45.93,46.12
00867B,台新A-BBB電信債,89727,28.89,28.9,28.89,28.9
00870B,元大15年EM主權債,647227,26.96,26.96,26.94,26.94
00877,復華中國5G,60122919,36.53,37.25,36.53,36.66
00884B,中信低碳新興債,9967678,28.06,28.08,28.04,28.04
00886,永豐美國科技,1562104,47.64,48.01,47.61,47.91
00887,永豐中國科技50大,45862697,15.34,15.62,15.34,15.43
00888,永豐台灣ESG,121646655,33.78,33.93,33.6,33.62
00890B,凱基ESG BBB債15+,3113583,30.79,30.8,30.79,30.8
00928,中信上櫃ESG 30,4720461,31.64,32.19,31.31,31.31
00931B,統一美債20年,43756756,12.81,12.85,12.81,12.82
00933B,國泰10Y+金融債,84628619,15.3,15.33,15.3,15.3
00937B,群益ESG投等債20+,435805014,14.15,14.18,14.13,14.13
00942B,台新美A公司債20+,20934776,13.49,13.53,13.48,13.48
00948B,中信優息投資級債,23353607,9.03,9.05,9.02,9.03
00950B,凱基A級公司債,18674220,13.38,13.42,13.38,13.39
00955,中信日本商社,85046628,16.45,16.48,16.39,16.47
00957B,兆豐US優選投等債,1602684,12.77,12.83,12.77,12.79
00958B,永豐ESG銀行債15+,5844752,8.88,8.89,8.86,8.87
00959B,大華投等美債15Y+,4168713,8.94,8.99,8.94,8.95
00966B,統一ESG投等債15+,3618722,13.24,13.3,13.24,13.27
00967B,元大優息美債,3828561,8.76,8.76,8.74,8.75
00968B,元大優息投等債,3115937,8.9,8.9,8.84,8.85
00969B,元大零息超長美債,11382001,7.85,7.87,7.81,7.81
00970B,台新BBB投等債20+,9897439,8.9,8.91,8.89,8.9
009806,台新標普500,347767,13.82,13.82,13.57,13.57
009807,台新標普科技精選,295200,16.7,16.7,16.66,16.66
00980B,台新特選IG債10+,6148367,9.04,9.04,9.01,9.01
00980D,主動聯博投等入息,11468368,19.86,19.89,19.86,19.87
00980T,平衡凱基美國TOP,2643702,11.79,11.79,11.75,11.76
009814,富邦標普500,3882688,11.26,11.28,11.26,11.27
009815,大華美國MAG7+,23634679,11.44,11.51,11.44,11.45
00981B,第一金優選非投債,71203468,9.08,9.12,9.08,9.11
00981D,主動中信非投等債,21012818,10.25,10.26,10.23,10.26
009822,華南永昌未來金融,313069,9.72,9.77,9.7,9.7
009823,群益S&P500,22282188,10.33,10.36,10.33,10.33
009825,聯邦美國金融創新,3061931,10.0,10.02,9.99,10.0
00982B,FT投資級債20+,235888,9.35,9.35,9.34,9.34
00983B,大華優利美公債20,6537633,14.87,14.89,14.85,14.85
00984B,大華優利美A債15,17149967,15.5,15.55,15.5,15.52
00985D,主動貝萊德優投等,15491642,9.71,9.72,9.7,9.71
00986B,FT金融債10+,290590,9.37,9.39,9.37,9.38
00986D,主動復華金融債息,14113859,14.21,14.22,14.2,14.21
00987B,野村10+澳洲公債,18400347,15.51,15.54,15.5,15.5
00987D,主動統一美債量化,25879193,9.78,9.81,9.76,9.76
00988B,玉山嚴選非投債,28507260,19.33,19.33,19.27,19.32
00989B,台新美國非投等債,30800245,9.95,9.95,9.93,9.94
00990B,國泰收益非投等債,17238990,9.91,9.95,9.91,9.94
00998A,主動復華金融股息,221394508,17.81,17.82,17.74,17.75
020001,富邦存股雙十N,0,,,,
020025,統一亞洲半導體N,75730,37.69,38.04,37.69,38.04
020033,統一恒生科期N,172880,3.47,3.47,3.44,3.45
020035,元大上櫃ESG高息N,0,,,,
020040,元大上櫃ESG龍頭N,0,,,,
020041,兆豐半導體氣候N,78770,19.77,19.77,19.46,19.46
1240,茂生農經,218958,55.0,55.2,55.0,55.2
1259,安心,6208,,,,
1264,德麥,18963359,245.5,245.5,242.0,243.0
1268,漢來美食,2867137,171.5,172.0,171.0,172.0
1294,漢田生技,452169,50.8,50.9,50.7,50.7
1295,生合,197803,45.0,45.0,44.45,44.85
1336,台翰,3161968,16.5,16.55,16.1,16.1
1565,精華,12540746,96.7,96.8,96.0,96.4
1569,濱川,33043923,48.7,50.4,48.3,49.4
1570,力肯,549143,33.1,33.1,31.95,32.45
1580,新麥,21677997,96.2,96.2,95.4,96.0
1584,精剛,4527395,17.9,18.0,17.75,18.0
1586,和勤,5875840,18.05,18.05,17.75,18.0
1591,駿吉-KY,49349272,40.8,42.3,39.0,39.0
1593,祺驊,190582,31.4,31.4,31.35,31.4
1595,川寶,6112493,61.5,63.0,61.4,61.7
1599,宏佳騰,448703,23.5,23.6,23.45,23.45
1742,台蠟,349644,17.7,17.7,17.35,17.6
1777,生泰,1047929,73.7,73.7,73.0,73.4
1780,立弘,409614,24.3,24.8,24.3,24.8
1781,合世,61200,10.15,10.2,10.15,10.2
1784,訊聯,357295,58.5,58.5,58.5,58.5
1785,光洋科,226719545,94.6,96.0,93.8,93.8
1788,杏昌,1049690,128.0,128.5,128.0,128.5
1796,金穎生技,117700,29.8,29.8,29.2,29.2
1799,易威,1886047,29.1,29.1,28.85,28.85
1813,寶利徠,81475,11.25,11.35,11.25,11.25
1815,富喬,5394510280,119.0,121.5,114.5,114.5
2035,唐榮,407400,27.1,27.1,26.9,26.9
2061,風青,23394580,46.8,47.85,46.8,47.2
2063,世鎧,626327,24.0,24.0,23.55,23.65
2064,晉椿,3834100,12.55,12.7,12.15,12.15
2065,世豐,1013471,35.4,35.4,35.0,35.05
2066,世德,408353,51.5,51.5,50.7,50.7
2067,嘉鋼,4880,4.88,4.88,4.88,4.88
2070,精湛,2436497,58.8,60.9,58.6,60.1
2073,雄順,28963,25.7,25.7,25.7,25.7
2221,大甲,690894167,88.3,98.8,88.2,96.1
2230,泰茂,1224766,21.3,21.65,21.0,21.1
2235,謚源,113684,27.4,28.05,27.4,28.05
2596,綠意,5365771,36.6,36.75,36.1,36.35
2640,大車隊,7346785,155.0,157.0,155.0,156.0
2641,正德,16346198,17.55,17.55,17.25,17.25
2643,捷迅,197908,62.9,62.9,62.8,62.8
2718,全心投控,1036321,39.65,40.05,39.3,39.65
2719,燦星旅,1072,,,,
2724,藝舍-KY,86053,10.15,10.3,10.15,10.3
2726,雅茗-KY,199625,8.08,8.08,7.97,8.04
2729,瓦城,5744044,152.0,152.0,149.5,149.5
2732,六角,1810323,62.0,62.4,61.8,62.4
2734,易飛網,222861,14.55,14.7,14.55,14.6
2736,富野,187210,11.4,11.45,11.35,11.4
2740,華軒,79250,32.1,32.1,32.1,32.1
2743,山富,2017087,51.1,51.4,51.0,51.0
2745,五福,5712937,84.2,84.2,83.6,83.7
2751,王座,254699,54.0,54.4,53.1,54.3
2752,豆府,2320898,177.0,177.5,176.5,176.5
2754,亞洲藏壽司,439172,69.4,69.4,69.0,69.3
2755,揚秦,2858816,98.5,98.5,97.9,98.1
2756,聯發國際,2282185,61.2,62.0,61.2,62.0
2916,滿心,1245615,40.5,40.5,40.2,40.4
2924,宏太-KY,406644,17.0,18.75,17.0,18.2
2926,誠品生活,185705,29.8,30.0,29.75,30.0
2937,集雅社,222700,43.95,44.45,43.95,44.45
2941,米斯特,0,,,,
2947,振宇五金,1047266,60.5,60.8,60.2,60.2
2948,寶陞,112050,36.8,37.65,36.8,37.65
2949,欣新網,183816,61.2,61.2,61.1,61.2
3064,泰偉,0,,,,
3066,李洲,24928913,23.65,25.05,23.4,24.15
3067,全域,0,,,,
3071,協禧,2996176,23.5,23.55,22.75,22.8
3073,天方能源,328893,21.6,21.65,21.0,21.0
3078,僑威,14949951,43.5,43.9,43.5,43.5
3081,聯亞,6283659475,2725.0,2745.0,2650.0,2675.0
3083,網龍,2640218,22.15,22.15,21.7,21.75
3085,新零售,34759,11.15,11.5,11.15,11.4
3086,華義*,2189360,29.25,29.65,28.7,28.7
3088,艾訊,46321736,123.5,126.0,122.5,122.5
3093,港建*,7558047,44.75,44.75,43.0,43.15
3095,及成,195959,36.75,36.75,34.7,35.15
3105,穩懋,16699344578,447.5,476.0,445.5,454.0
3114,好德,2714227,29.7,30.15,29.25,29.35
3115,富榮綱,66059,8.2,8.36,8.2,8.36
3118,進階,613590,31.4,31.65,31.3,31.65
3122,笙泉,860345,23.55,23.7,23.5,23.5
3128,昇銳,13173986,20.6,21.95,20.3,20.8
3131,弘塑,586545895,2295.0,2420.0,2295.0,2320.0
3141,晶宏,471142722,88.4,94.1,87.6,91.6
3147,大綜,175403369,229.0,233.5,225.0,227.0
3152,璟德,12274685,219.5,222.5,217.0,217.0
3158,嘉實,1734168,89.4,89.4,86.1,86.1
3162,精確,145365443,71.8,71.8,68.0,68.0
3163,波若威,850037342,650.0,655.0,631.0,635.0
3169,亞信,7726499,100.0,101.0,99.6,100.0
3171,炎洲流通,275907,59.6,59.6,58.6,59.2
3176,基亞,38841508,36.5,39.0,36.5,38.05
3178,公準,2672933,58.2,59.9,58.2,59.5
3188,鑫龍騰,2113780,23.75,23.75,23.45,23.45
3191,雲嘉南,104836,16.4,16.75,16.4,16.5
3205,佰研,246340,46.4,46.4,46.35,46.35
3206,志豐,417995,34.95,34.95,34.45,34.7
3207,耀勝,3071126,36.7,37.2,36.35,36.65
3211,順達,699844952,361.0,369.5,358.0,361.0
3213,茂訊,12176316,121.0,122.0,120.5,121.0
3217,優群,20678798,126.0,127.5,126.0,127.0
3218,大學光,14296596,134.0,135.0,133.0,133.0
3219,倚強科,31058749,85.4,86.0,83.5,83.5
3221,台嘉碩,56202061,45.8,47.85,45.8,46.3
3224,三顧,130932,33.2,33.2,32.3,32.75
3226,龍鋒,1996920,55.1,55.9,55.0,55.5
3227,原相,97237722,182.0,182.0,180.0,180.0
3228,金麗科,35064569,164.0,164.5,160.0,160.5
3230,錦明,8519553,41.5,41.8,41.3,41.3
3232,昱捷,5570221,19.85,21.55,19.85,21.55
3234,光環,399095073,172.5,173.5,163.0,163.5
3236,千如,57831206,43.1,44.45,42.45,42.45
3252,海灣,333550,15.35,15.35,15.0,15.3
3259,鑫創,278769,11.0,11.05,10.9,10.9
3260,威剛,2388307429,395.0,395.0,385.0,388.5
3264,欣銓,1037701010,225.0,228.5,220.5,221.0
3265,台星科,54361732,162.0,165.5,160.5,160.5
3268,海德威,753992,17.35,17.35,17.0,17.0
3272,東碩,318621,14.0,14.05,13.95,14.05
3276,宇環,1971283,13.95,14.0,13.55,13.55
3284,太普高,1250234,19.3,19.7,19.2,19.25
3285,微端,1072088,39.8,41.5,38.3,38.3
3287,廣寰科,2088462,34.55,34.75,34.4,34.4
3288,點晶,941896,19.2,20.9,19.2,20.65
3289,宜特,48973805,134.5,134.5,129.5,129.5
3290,東浦,16825523,45.8,47.2,45.8,46.6
3293,鈊象,600801975,699.0,701.0,695.0,696.0
3294,英濟,5991555,28.75,29.4,28.65,28.65
3297,杭特,10647119,28.8,30.85,28.4,30.85
3303,岱稜,11952852,47.7,48.85,47.7,48.35
3306,鼎天,6483376,46.55,46.55,45.15,45.35
3310,佳穎,1591457,69.4,69.4,67.9,68.9
3313,斐成,419353,10.7,10.7,10.5,10.65
3317,尼克森,11991269,55.1,55.2,53.7,53.8
3322,建舜電,4196934,10.65,10.9,10.45,10.55
3323,加百裕,3848659,26.75,27.2,26.6,26.6
3324,雙鴻,5597933310,1310.0,1365.0,1240.0,1260.0
3325,旭品,1099023,11.2,11.3,11.0,11.1
3332,幸康,378260,61.5,61.5,60.1,61.4
3339,泰谷,28586840,42.35,42.4,40.9,41.5
3349,寶德,27929290,19.9,20.1,19.5,20.1
3354,律勝,44216688,27.45,30.2,27.3,27.75
3357,臺慶科,115633897,200.0,204.5,199.0,199.0
3360,尚立,4167709,14.4,14.45,14.0,14.05
3362,先進光,605710364,170.0,176.0,166.5,168.0
3363,上詮,1746877565,669.0,672.0,647.0,648.0
3372,典範,4415814,14.55,14.55,14.15,14.2
3373,熱映,290377,15.8,15.85,15.8,15.8
3374,精材,3391846168,429.0,430.5,407.0,408.5
3379,彬台,1102582,26.9,27.3,26.85,26.95
3388,崇越電,21392147,81.6,81.6,80.0,80.0
3390,旭軟,2422785,21.65,21.65,21.2,21.4
3402,漢科,11792920,123.5,124.5,123.0,123.0
3430,奇鈦科,18891961,100.5,105.0,100.5,101.0
3434,哲固,24856690,29.85,32.5,29.55,32.5
3438,類比科,2648471,62.0,62.2,60.7,61.0
3441,聯一光,6411295042,162.0,176.5,159.0,169.5
3444,利機,5648139,77.7,78.4,77.0,77.2
3455,由田,181015564,228.5,233.5,225.5,225.5
3465,進泰電子,116600,29.3,29.3,29.0,29.0
3466,德晉,2245402,24.0,24.3,23.7,24.3
3467,台灣精材,43167671,70.8,70.8,70.8,70.8
3479,安勤,49817999,132.0,133.5,129.5,129.5
3483,力致,17300362,76.0,76.2,73.3,73.4
3484,崧騰,6805319,44.05,44.55,43.6,43.8
3485,敘豐,12134459,189.5,191.5,187.0,187.0
3489,森寶,1671052,21.25,21.5,21.0,21.3
3490,單井,233515594,42.1,43.8,41.75,42.0
3491,昇達科,953130250,1390.0,1410.0,1340.0,1355.0
3492,長盛,2568328,19.0,19.2,18.65,18.8
3498,陽程,726437719,188.5,190.0,173.5,173.5
3499,環天科,387145,13.1,13.2,12.9,12.95
3508,位速,4740699,22.05,22.9,21.8,21.8
3511,矽瑪,2724794,18.5,18.6,17.8,18.15
3512,皇龍,431521,19.2,19.2,19.05,19.05
3516,亞帝歐,48243,25.35,25.35,25.35,25.35
3520,華盈,983845,17.2,17.4,17.0,17.15
3521,台鋼建設,158564,12.2,12.3,12.05,12.05
3522,御嵿,1750333,12.85,13.05,12.7,12.95
3523,迎輝,801893,15.85,15.85,15.85,15.85
3526,凡甲,65076893,266.0,266.5,262.0,262.0
3527,聚積,2531668,49.9,49.9,48.6,48.6
3529,力旺,2440504670,2720.0,2720.0,2610.0,2625.0
3531,先益,0,,,,
3537,堡達,8774415,53.5,53.5,51.7,51.8
3540,曜越,9909965,22.55,22.55,21.9,21.9
3541,西柏,133146,22.05,22.1,21.85,22.05
3546,宇峻,3940919,72.4,72.4,71.6,72.0
3548,兆利,7959611,78.6,78.6,76.4,76.4
3551,世禾,15453361,169.5,170.5,168.0,168.5
3552,同致,6927086,41.3,41.45,40.3,40.3
3555,博士旺,11735087,183.5,185.5,171.0,171.0
3556,禾瑞亞,5098605,55.7,56.0,55.6,55.8
3558,神準,4370577,118.5,120.0,118.5,119.5
3564,其陽,8579378,48.5,48.85,46.6,46.7
3567,逸昌,482140,25.25,25.4,25.0,25.0
3570,大塚,3135911,168.0,169.0,167.5,167.5
3577,泓格,12319812,112.0,112.5,109.5,109.5
3580,友威科,101605717,85.8,90.0,85.8,88.0
3581,博磊,26806465,96.5,97.8,92.8,92.8
3587,閎康,58436692,232.5,234.0,229.0,229.0
3594,磐儀,10811820,46.35,46.75,45.4,45.45
3597,映興,52600,26.3,26.3,26.3,26.3
3609,三一東林,7635228,20.0,20.75,19.3,20.75
3611,鼎翰,4376567,182.0,183.0,180.5,180.5
3615,安可,12330222,34.3,34.3,32.8,32.8
3623,富晶通,9420263,26.85,27.05,26.0,26.05
3624,光頡,4144093426,122.5,129.5,120.0,123.5
3625,西勝,1325199,12.45,12.45,12.05,12.3
3628,盈正,14561983,72.7,73.8,71.8,72.0
3629,地心引力,189758,17.0,19.6,17.0,19.6
3630,新鉅科,9169592,25.9,26.3,25.75,25.75
3631,晟楠,2740517,37.7,38.1,36.7,36.7
3632,研勤,68512,7.11,7.11,7.1,7.1
3646,艾恩特,251877,24.9,24.95,24.75,24.85
3663,鑫科,37123416,58.2,61.2,58.1,60.0
3664,安瑞-KY,362595,6.98,7.67,6.98,7.67
3666,光耀,75171,25.0,25.0,25.0,25.0
3672,康聯訊,200682,11.8,11.85,11.8,11.8
3675,德微,559993540,288.0,291.5,269.0,269.0
3680,家登,702274910,498.0,504.0,488.5,488.5
3684,榮昌,1997439,52.3,54.2,52.3,54.2
3685,元創精密,10022796,36.5,36.65,35.65,35.65
3687,歐買尬,1590172,61.4,61.6,60.5,61.4
3689,湧德,45657932,106.5,107.0,105.5,105.5
3691,碩禾,13625229,95.2,96.8,94.1,94.1
3693,營邦,1305442454,680.0,685.0,662.0,666.0
3707,漢磊,248037866,60.4,62.3,58.9,58.9
3709,鑫聯大投控,18211530,61.8,61.9,60.5,60.8
3713,新晶投控,98940,14.1,14.1,14.0,14.05
3718,中光電投控,377453350,60.3,61.5,59.3,59.6
4102,永日,328834,18.7,18.8,18.25,18.8
4105,東洋,38073466,78.1,78.7,77.9,78.3
4107,邦特,3081902,112.0,112.0,110.5,111.0
4109,加捷生醫,915068,11.05,11.15,10.9,11.05
4111,濟生,732882,28.6,28.75,28.6,28.65
4113,聯上,2307801,15.8,16.0,15.7,15.9
4114,健喬,14210190,29.45,29.5,29.3,29.35
4116,明基醫,1179650,39.3,39.6,39.25,39.6
4120,友華,1057064,47.0,47.0,45.5,46.95
4121,優盛,248052,12.85,12.85,12.6,12.65
4123,晟德,34826314,30.1,30.75,30.1,30.35
4126,太醫,587901,76.8,77.7,76.8,77.7
4127,天良,8069354,62.8,62.8,59.0,59.0
4128,中天,6756004,14.55,14.7,14.4,14.5
4129,聯合,13548313,82.1,83.0,81.9,82.6
4131,浩泰,31400,31.4,31.4,31.4,31.4
4138,曜亞,2262567,53.2,53.9,53.0,53.9
4139,馬光-KY,975950,40.0,41.9,40.0,40.45
4147,中裕,18208079,59.7,60.3,59.5,59.6
4153,鈺緯,159200,31.9,31.9,31.8,31.8
4154,樂威科-KY,283100,11.75,11.8,11.75,11.8
4157,太景*-KY,6136455,8.67,8.8,8.66,8.69
4160,訊聯基因,203926,39.7,39.7,38.8,39.55
4161,聿新科,228463,22.15,22.45,22.05,22.3
4162,智擎,11838759,54.2,55.0,54.1,54.8
4163,鐿鈦,2578561,130.0,132.0,130.0,132.0
4166,友霖,833150,24.05,24.05,23.65,23.8
4167,松瑞藥,7043828,18.9,19.2,18.9,19.05
4168,醣聯,1069379,21.5,21.9,21.5,21.6
4171,瑞基,535991,16.05,16.2,16.05,16.15
4173,久裕,127369,17.1,17.1,17.1,17.1
4174,浩鼎,10068975,25.1,26.25,25.1,26.0
4175,杏一,334632,51.2,51.5,51.2,51.5
4183,福永生技,13271,13.2,13.2,13.2,13.2
4188,安克,1451616,14.6,14.6,14.0,14.2
4192,杏國,5938,,,,
4198,欣大健康,149847,49.5,49.95,49.5,49.9
4205,中華食,877456,68.8,68.9,68.8,68.9
4207,環泰,1992391,19.35,19.35,19.3,19.3
4303,信立,14934588,35.25,35.4,34.85,34.85
4304,勝昱,2445494,16.05,16.1,15.5,15.5
4305,世坤,336250,42.5,42.5,41.8,42.0
4401,東隆興,956309,14.25,14.25,13.55,13.55
4402,郡都開發,18497259,14.35,14.65,14.35,14.35
4406,新昕纖,1520651,9.85,10.1,9.85,10.1
4413,飛寶企業,78904,19.85,19.85,18.8,18.8
4416,三圓,24487355,10.7,11.8,10.7,11.6
4417,金洲,3627121,49.65,49.65,49.3,49.45
4419,皇家美食,680936,45.2,46.7,45.1,46.6
4420,光明,2273695,39.75,39.8,39.0,39.25
4430,耀億,292587,17.4,17.55,17.1,17.25
4432,銘旺實,321413,15.8,15.8,15.5,15.75
4433,興采,3037749,18.2,18.8,18.2,18.4
4442,竣邦-KY,5077121,56.8,57.0,55.7,56.6
4502,健信,313520,15.65,15.7,15.5,15.7
4503,金雨,2162747,22.5,22.6,22.15,22.2
4506,崇友,5655726,118.5,119.0,118.5,118.5
4510,高鋒,18490719,41.8,42.45,41.8,41.85
4513,福裕,1864983,15.5,15.6,15.25,15.25
4523,永彰,881305,23.8,23.8,23.35,23.45
4527,方土霖,856768,41.0,41.0,40.5,40.8
4528,江興鍛,294903,15.15,15.15,14.8,14.85
4529,淳紳,88500,3.54,3.54,3.54,3.54
4530,天意能創,25700,25.7,25.7,25.7,25.7
4533,協易機,10010848,24.55,24.55,24.05,24.35
4534,慶騰,7224206,27.85,28.2,27.25,27.25
4535,至興,536234,27.0,27.0,26.2,26.9
4538,大詠城,260600,17.5,17.65,17.2,17.3
4541,晟田,31706732,56.6,57.4,56.1,56.3
4542,科嶠,81252120,249.0,266.0,249.0,250.0
4543,萬在,1825312,27.6,28.0,27.55,27.6
4549,桓達,4254605,94.6,94.6,93.0,94.2
4550,長佳,151366,24.2,24.2,24.2,24.2
4554,橙的,304093,28.0,28.35,28.0,28.1
4556,旭然,133519038,92.0,95.2,84.4,85.0
4558,寶緯,117884,17.25,17.25,17.05,17.25
4561,健椿,2159231,39.5,40.4,39.5,39.5
4563,百德,1918477,45.0,45.05,44.5,44.65
4568,科際精密,82293,39.85,39.85,39.85,39.85
4577,達航科技,26588110,83.7,84.5,82.2,84.5
4580,捷流閥業,3409797,80.8,80.8,80.1,80.8
4584,君帆,387974,37.5,37.5,37.0,37.0
4609,唐鋒,4240,4.24,4.24,4.24,4.24
4702,中美實,145237,9.19,9.29,9.18,9.25
4706,大恭,729801,35.8,35.95,34.1,34.1
4707,磐亞,26203385,25.85,26.3,25.65,26.15
4711,永純,206903,16.4,16.4,16.2,16.3
4714,永捷,22550528,11.5,11.7,11.1,11.1
4716,大立,4653717,16.6,16.6,16.3,16.3
4721,美琪瑪,15820251,71.1,72.8,70.8,71.0
4726,永昕,1870520,22.95,23.0,22.45,22.6
4728,雙美,2464474,395.0,395.0,392.5,395.0
4729,熒茂,566700,18.35,18.35,18.2,18.3
4735,豪展,506257,35.7,35.7,35.5,35.6
4741,泓瀚,2436624,38.25,38.25,36.8,36.8
4743,合一,32140857,43.9,44.4,43.25,43.5
4744,皇將,1775543,26.65,27.6,26.6,27.45
4745,合富-KY,195900,11.55,11.65,11.5,11.65
4747,強生*,519653,25.0,25.0,24.45,24.5
4749,新應材,182842039,709.0,715.0,704.0,705.0
4754,國碳科,1049471,37.25,37.3,36.95,37.15
4760,勤凱,95167854,262.0,269.5,257.0,257.0
4767,誠泰科技,166600,28.3,28.3,27.45,27.75
4768,晶呈科技,70484476,301.0,302.0,292.5,292.5
4772,台特化,58654385,238.5,238.5,235.0,238.5
4806,桂田文創,2364,,,,
4903,聯光通,28776943,34.8,34.95,33.8,34.2
4905,台聯電,3766526,76.1,77.1,75.6,76.5
4907,富宇,2327437,43.85,44.2,43.1,43.9
4908,前鼎,1789318086,223.0,245.0,218.0,224.0
4909,新復興,9114351,33.75,34.1,33.3,33.45
4911,德英,169916,28.5,28.5,28.1,28.4
4923,力士,14372295,51.8,55.2,51.8,53.1
4924,欣厚-KY,6590063,13.5,13.5,13.5,13.5
4931,新盛力,425029987,229.5,233.0,225.0,225.0
4933,友輝,1349320,51.2,51.5,50.8,51.2
4939,亞電,638213999,80.2,82.8,77.7,78.0
4946,辣椒,214685,91.8,92.2,91.8,92.2
4950,金耘國際,1050599,15.7,16.0,15.45,15.7
4951,精拓科,14818722,81.1,81.9,79.8,80.2
4953,緯致,87643672,124.5,125.5,120.5,121.0
4966,譜瑞-KY,133605249,538.0,538.0,522.0,523.0
4971,IET-KY,772171873,524.0,557.0,520.0,522.0
4972,湯石照明,121401,16.3,16.35,16.25,16.25
4973,廣穎,72170436,136.5,137.5,135.0,135.0
4974,亞泰,3430399,70.6,70.8,70.2,70.3
