roc_year,month,code,name,revenue_this_month,revenue_last_month,revenue_last_year_same_month,mom_pct,yoy_pct,revenue_cum_this_year,revenue_cum_last_year,cum_pct
105,6,1264,德麥,285791,305270,285729,-6.38,0.02,1848829,1852428,-0.19
105,6,1780,立弘,59255,43262,51195,36.96,15.74,312145,284738,9.62
105,6,1796,金穎生技,44003,37525,31668,17.26,38.95,232756,158112,47.2
105,6,4205,中華食,115207,112251,104382,2.63,10.37,677508,621052,9.09
105,6,4207,環泰,310230,321233,282402,-3.42,9.85,1710020,1656611,3.22
105,6,4303,信立,43108,40471,49299,6.51,-12.55,263938,338691,-22.07
105,6,4304,勝昱,34681,36232,30422,-4.28,13.99,199004,204992,-2.92
105,6,4305,世坤,108056,114799,114650,-5.87,-5.75,589473,624528,-5.61
105,6,9950,萬國通,268427,257047,280308,4.42,-4.23,1618686,1607582,0.69
105,6,4401,東隆興,349967,416571,399721,-15.98,-12.44,2169019,2384887,-9.05
105,6,4402,郡都開發,33761,34777,94717,-2.92,-64.35,242746,480106,-49.43
105,6,4406,新昕纖,53588,60750,65907,-11.78,-18.69,331132,390863,-15.28
105,6,4413,飛寶企業,6432,9291,5543,-30.77,16.03,36087,27295,32.21
105,6,4417,金洲,235399,254226,320408,-7.4,-26.53,1311698,1430744,-8.32
105,6,4420,光明,85188,91848,31782,-7.25,168.03,478484,176438,171.19
105,6,4432,銘旺實,246225,181954,238239,35.32,3.35,1366656,1202853,13.61
105,6,4433,興采,100076,182422,109549,-45.14,-8.64,827645,754507,9.69
105,6,6506,雙邦,157720,201250,137505,-21.62,14.7,1112249,1113855,-0.14
105,6,1570,力肯,60350,36136,71988,67.0,-16.16,307920,358307,-14.06
105,6,1580,新麥,392324,345616,368523,13.51,6.45,1929310,1861674,3.63
105,6,1586,和勤,123877,155754,125655,-20.46,-1.41,853559,826589,3.26
105,6,1599,宏佳騰,141223,127965,199792,10.36,-29.31,1010007,1099857,-8.16
105,6,2066,世德,104073,115506,121481,-9.89,-14.32,633666,658398,-3.75
105,6,2067,嘉鋼,80521,81776,56165,-1.53,43.36,471572,420227,12.21
105,6,2070,精湛,90375,45494,74520,98.65,21.27,371996,349373,6.47
105,6,2235,謚源,78868,79392,72146,-0.66,9.31,441248,431526,2.25
105,6,3162,精確,52012,57044,66678,-8.82,-21.99,318023,416614,-23.66
105,6,3226,龍鋒,84972,88370,76748,-3.84,10.71,617366,535324,15.32
105,6,3379,彬台,48241,57766,122626,-16.48,-60.66,315032,390841,-19.39
105,6,3685,元創精密,30123,27282,56528,10.41,-46.71,173458,309038,-43.87
105,6,4502,健信,181190,157622,193620,14.95,-6.41,1013469,557532,81.77
105,6,4503,金雨,27738,23228,27386,19.41,1.28,120242,108547,10.77
105,6,4506,崇友,336589,425881,351134,-20.96,-4.14,2470260,1956071,26.28
105,6,4510,高鋒,214464,195538,180656,9.67,18.71,1076747,1080231,-0.32
105,6,4513,福裕,129850,117199,224439,10.79,-42.14,722889,1193353,-39.42
105,6,4523,永彰,157367,150437,206931,4.6,-23.95,906997,738756,22.77
105,6,4527,方方土霖,201237,219916,209977,-8.49,-4.16,1060994,1113536,-4.71
105,6,4528,江興鍛,182014,175329,200852,3.81,-9.37,1062829,1108974,-4.16
105,6,4533,協易機,366623,384161,383734,-4.56,-4.45,2187836,1779421,22.95
105,6,4534,慶騰,214930,221463,97153,-2.94,121.22,809151,554937,45.8
105,6,4535,至興,253386,276147,265436,-8.24,-4.53,1561776,1693529,-7.77
105,6,4538,大詠城,33966,38543,43983,-11.87,-22.77,205383,251256,-18.25
105,6,4543,萬在,97635,103434,112245,-5.6,-13.01,569653,723844,-21.3
105,6,4549,桓達,76567,68403,72230,11.93,6.0,403495,408868,-1.31
105,6,4550,長佳,142605,140044,115141,1.82,23.85,725883,542646,33.76
105,6,4558,寶緯,104628,110592,99481,-5.39,5.17,612471,617184,-0.76
105,6,4561,健椿,58851,52776,46480,11.51,26.61,268474,313109,-14.25
105,6,4563,百德,180272,139715,173672,29.02,3.8,830158,844144,-1.65
105,6,5381,光譜,35150,43879,115419,-19.89,-69.54,249042,607040,-58.97
105,6,6122,擎邦,67307,101004,94797,-33.36,-28.99,434900,526657,-17.42
105,6,6125,廣運,945418,1116310,735962,-15.3,28.46,5789943,4723280,22.58
105,6,6425,易發,128130,124466,184275,2.94,-30.46,749953,896984,-16.39
105,6,6603,富強鑫,229665,243785,216322,-5.79,6.16,1373395,1379555,-0.44
105,6,6609,瀧澤科,225015,198645,236746,13.27,-4.95,1110884,1398731,-20.57
105,6,8027,鈦昇,128249,103770,132020,23.58,-2.85,622646,828155,-24.81
105,6,8083,瑞穎,127242,127734,106738,-0.38,19.2,703713,669737,5.07
105,6,8107,大億金茂,87027,72981,76274,19.24,14.09,515706,454200,13.54
105,6,8255,朋程,295302,312257,295077,-5.42,0.07,1829118,1841799,-0.68
105,6,9951,皇田,381442,314120,300731,21.43,26.83,2131124,1771510,20.29
105,6,2061,風青,68133,68752,83736,-0.9,-18.63,419411,558880,-24.95
105,6,1742,台蠟,44721,45699,47668,-2.14,-6.18,297316,329865,-9.86
105,6,3430,奇鈦科,66118,77017,67278,-14.15,-1.72,387671,375785,3.16
105,6,4706,大恭,145048,147271,111835,-1.5,29.69,846235,718390,17.79
105,6,4707,磐亞,135272,166242,146411,-18.62,-7.6,915086,1098615,-16.7
105,6,4711,永純,103185,104259,100514,-1.03,2.65,569290,627570,-9.28
105,6,4714,永捷,35154,40083,81180,-12.29,-56.69,224616,459668,-51.13
105,6,4716,大立,91271,93388,84344,-2.26,8.21,522100,543999,-4.02
105,6,4721,美琪瑪,193707,179987,223311,7.62,-13.25,1123585,1065500,5.45
105,6,4741,泓瀚,62736,77126,59400,-18.65,5.61,332687,342193,-2.77
105,6,4754,國碳科,45078,50577,38122,-10.87,18.24,200381,173835,15.27
105,6,6509,聚和,267010,261145,291432,2.24,-8.37,1574082,1574501,-0.02
105,6,1565,精華,557022,539127,477969,3.31,16.53,3060446,2740131,11.68
105,6,1777,生泰,71008,68275,56232,4.0,26.27,412347,327597,25.87
105,6,1781,合世,95836,48016,41797,99.59,129.28,262165,327556,-19.96
105,6,1784,訊聯,45290,58030,54881,-21.95,-17.47,322489,313687,2.8
105,6,1788,杏昌,254599,226385,248740,12.46,2.35,1395795,1318416,5.86
105,6,1799,易威,23907,31605,78653,-24.35,-69.6,92628,296220,-68.72
105,6,1813,寶利徠,17727,30298,33814,-41.49,-47.57,167112,210720,-20.69
105,6,3118,進階,61314,33770,57373,81.56,6.86,252239,249567,1.07
105,6,3176,基亞,32941,33482,30590,-1.61,7.68,210557,175380,20.05
105,6,3205,佰研,119154,154112,93375,-22.68,27.6,1014522,391588,159.07
105,6,3218,大學光,89144,92753,87054,-3.89,2.4,522903,507631,3.0
105,6,4102,永日,23421,23262,30675,0.68,-23.64,140756,152929,-7.95
105,6,4105,東洋,306814,326637,235393,-6.06,30.34,1872587,1458428,28.39
105,6,4107,邦特,125048,120503,110345,3.77,13.32,717147,614201,16.76
105,6,4109,加捷生醫,52048,58041,67249,-10.32,-22.6,359019,364502,-1.5
105,6,4111,濟生,77282,84038,79030,-8.03,-2.21,462640,458121,0.98
105,6,4114,健喬,148776,193210,150862,-22.99,-1.38,1005525,852386,17.96
105,6,4116,明基醫,78405,76318,93198,2.73,-15.87,444220,468812,-5.24
105,6,4120,友華,483716,409114,361821,18.23,33.68,2579865,2461905,4.79
105,6,4121,優盛,245884,297239,287690,-17.27,-14.53,1595533,1679873,-5.02
105,6,4123,晟德,1437748,1125284,84521,27.76,1601.05,7084921,532408,1230.73
105,6,4126,太醫,137860,165617,126012,-16.75,9.4,904438,717192,26.1
105,6,4127,天良,63318,65574,65446,-3.44,-3.25,398105,455686,-12.63
105,6,4128,中天,119972,137003,126014,-12.43,-4.79,765248,739664,3.45
105,6,4129,聯合,125988,134550,149822,-6.36,-15.9,710738,696761,2.0
105,6,4131,浩泰,1861,848,1117,119.45,66.6,8043,11471,-29.88
105,6,4138,曜亞,111845,111045,124165,0.72,-9.92,648276,678761,-4.49
105,6,4147,中裕,208,208,0,0.0,,830,0,
105,6,4153,鈺緯,74642,101991,124545,-26.81,-40.06,515506,652945,-21.04
105,6,4160,訊聯基因,33371,24613,24739,35.58,34.89,156661,128528,21.88
