roc_year,month,code,name,revenue_this_month,revenue_last_month,revenue_last_year_same_month,mom_pct,yoy_pct,revenue_cum_this_year,revenue_cum_last_year,cum_pct
106,4,1101,台泥,8370478,9083111,7255945,-7.84,15.36,29550250,24987181,18.26
106,4,1102,亞泥,5218646,5308954,5557712,-1.7,-6.1,17739190,18557500,-4.4
106,4,1103,嘉泥,132940,194614,200905,-31.69,-33.82,731446,742231,-1.45
106,4,1104,環泥,358213,428434,427717,-16.39,-16.24,1458868,1533521,-4.86
106,4,1108,幸福,292915,343552,383656,-14.73,-23.65,1185340,1374020,-13.73
106,4,1109,信大,481754,462370,410873,4.19,17.25,1451756,1286872,12.81
106,4,1110,東泥,113910,132814,146295,-14.23,-22.13,466577,529965,-11.96
106,4,1201,味全,1331729,1267283,1325001,5.08,0.5,4939607,4843096,1.99
106,4,1203,味王,456889,548853,518779,-16.75,-11.92,2021921,2064263,-2.05
106,4,1210,大成,6297791,6686950,5717685,-5.81,10.14,24808667,23751994,4.44
106,4,1213,大飲,35724,37858,43296,-5.63,-17.48,198924,195754,1.61
106,4,1215,卜蜂,1525910,1719901,1349991,-11.27,13.03,6308245,5605515,12.53
106,4,1216,統一,32149960,32926233,33807543,-2.35,-4.9,128279112,140520301,-8.71
106,4,1217,愛之味,271972,286108,278133,-4.94,-2.21,1206388,1184948,1.8
106,4,1218,泰山,584450,641625,628759,-8.91,-7.04,2451835,2454578,-0.11
106,4,1219,福壽,836562,963379,872985,-13.16,-4.17,3664966,3493626,4.9
106,4,1220,台榮,155625,173090,243929,-10.09,-36.2,652536,890281,-26.7
106,4,1225,福懋油,892975,973879,917262,-8.3,-2.64,3524177,3471696,1.51
106,4,1227,佳格,1712813,1603176,1642669,6.83,4.27,8203993,9064677,-9.49
106,4,1229,聯華,402503,423762,447503,-5.01,-10.05,1554718,1758036,-11.56
106,4,1231,聯華食,499142,578160,464621,-13.66,7.42,2262038,2156350,4.9
106,4,1232,大統益,1340101,1529407,1371350,-12.37,-2.27,5728803,5298853,8.11
106,4,1233,天仁,166068,161923,167028,2.55,-0.57,716247,729991,-1.88
106,4,1234,黑松,517614,615447,600077,-15.89,-13.74,2727254,2355700,15.77
106,4,1235,興泰,4245,4230,5639,0.35,-24.72,14855,24759,-40.0
106,4,1236,宏亞,117521,116692,114886,0.71,2.29,565287,719345,-21.41
106,4,1702,南僑,1347081,1287519,1321812,4.62,1.91,5133768,5037578,1.9
106,4,1737,臺鹽,233373,235049,222950,-0.71,4.67,889196,852042,4.36
106,4,1301,台塑,16546119,18020955,15203195,-8.18,8.83,64342116,57985565,10.96
106,4,1303,南亞,24262987,25777365,23618664,-5.87,2.72,96939140,89087747,8.81
106,4,1304,台聚,4640413,5134632,4515410,-9.62,2.76,18541353,17215475,7.7
106,4,1305,華夏,1155362,1380986,1234798,-16.33,-6.43,4846556,5000539,-3.07
106,4,1307,三芳,801013,1089339,926162,-26.46,-13.51,3502637,3997226,-12.37
106,4,1308,亞聚,495433,571410,466720,-13.29,6.15,2026082,1800628,12.52
106,4,1309,台達化,1540756,1640380,1411067,-6.07,9.19,6064267,5099387,18.92
106,4,1310,台苯,1200740,1115527,1195837,7.63,0.41,4719489,4705645,0.29
106,4,1312,國喬,1760962,1760316,1351742,0.03,30.27,7155270,5920447,20.85
106,4,1313,聯成,4175351,4377937,3557369,-4.62,17.37,14748114,12591587,17.12
106,4,1314,中石化,2549563,3156497,2066599,-19.22,23.36,11566312,7376984,56.78
106,4,1315,達新,190479,249031,173762,-23.51,9.62,885862,889855,-0.44
106,4,1321,大洋,347491,407365,401520,-14.69,-13.45,1400837,1402760,-0.13
106,4,1323,永裕,253875,265030,259416,-4.2,-2.13,961869,992201,-3.05
106,4,1324,地球,98944,119123,98876,-16.93,0.06,385231,382952,0.59
106,4,1325,恆大,67473,68944,72595,-2.13,-7.05,295224,332526,-11.21
106,4,1326,台化,27618994,29516729,26874740,-6.42,2.76,116878525,102674244,13.83
106,4,4306,炎洲,1496411,1701026,1647894,-12.02,-9.19,5658917,5607684,0.91
106,4,1402,遠東新,16923687,17630313,18014292,-4.0,-6.05,67288927,69661942,-3.4
106,4,1409,新纖,3127166,3279579,2798766,-4.64,11.73,11841683,11143759,6.26
106,4,1410,南染,43576,50020,52927,-12.88,-17.66,176353,202771,-13.02
106,4,1413,宏洲,256265,317521,156487,-19.29,63.76,1007946,631788,59.53
106,4,1414,東和,77816,91433,95390,-14.89,-18.42,311388,292457,6.47
106,4,1417,嘉裕,185148,151520,222427,22.19,-16.76,815865,1115463,-26.85
106,4,1418,東華,220409,223514,153069,-1.38,43.99,647659,652349,-0.71
106,4,1419,新紡,105863,124514,94533,-14.97,11.98,457162,398775,14.64
106,4,1423,利華,52494,56726,57965,-7.46,-9.43,195042,220001,-11.34
106,4,1434,福懋,3692040,3893610,3742459,-5.17,-1.34,13946313,14171014,-1.58
106,4,1440,南紡,1605353,2060539,1535691,-22.09,4.53,6720074,5737000,17.13
106,4,1441,大東,157925,160119,158692,-1.37,-0.48,550275,583214,-5.64
106,4,1444,力麗,770987,966335,850514,-20.21,-9.35,3217070,3258028,-1.25
106,4,1445,大宇,137065,151013,146140,-9.23,-6.2,518064,540734,-4.19
106,4,1446,宏和,60358,32527,79953,85.56,-24.5,175266,307816,-43.06
106,4,1447,力鵬,1060877,1553152,1391017,-31.69,-23.73,5499889,4586271,19.92
106,4,1449,佳和,254411,315729,255619,-19.42,-0.47,910731,897524,1.47
106,4,1451,年興,928046,943464,1083699,-1.63,-14.36,3480903,4154790,-16.21
106,4,1452,宏益,163086,235369,145779,-30.71,11.87,729294,645290,13.01
106,4,1454,台富,154440,177576,168945,-13.02,-8.58,609881,585400,4.18
106,4,1455,集盛,967222,1482584,1228238,-34.76,-21.25,5093735,4220064,20.7
106,4,1457,宜進,398411,510415,385337,-21.94,3.39,1605771,1577736,1.77
106,4,1459,聯發,278149,296886,230041,-6.31,20.91,1040681,997960,4.28
106,4,1460,宏遠,721762,773005,738776,-6.62,-2.3,2868951,2865035,0.13
106,4,1463,強盛新,133751,553333,47797,-75.82,179.83,981433,176877,454.86
106,4,1464,得力,620073,717638,633050,-13.59,-2.04,2488709,2469431,0.78
106,4,1465,偉全,150876,195091,190390,-22.66,-20.75,586145,637908,-8.11
106,4,1466,聚隆,253178,362620,305503,-30.18,-17.12,1154526,1173263,-1.59
106,4,1467,南緯,518277,507723,583463,2.07,-11.17,2069476,2285197,-9.43
106,4,1468,昶和,45402,58179,73900,-21.96,-38.56,202077,225861,-10.53
106,4,1470,大統新創,62373,74187,71231,-15.92,-12.43,242008,253531,-4.54
106,4,1473,台南,552709,815382,695932,-32.21,-20.58,2748867,3542776,-22.4
106,4,1474,弘裕,254395,331820,282056,-23.33,-9.8,1038715,1130259,-8.09
106,4,1475,業旺,9967,16324,16270,-38.94,-38.74,57665,62872,-8.28
106,4,1476,儒鴻,1795213,1774591,2027647,1.16,-11.46,6940531,7618118,-8.89
106,4,1477,聚陽,1460181,2106121,1600417,-30.66,-8.76,6991383,7909844,-11.61
106,4,4414,如興,157426,163245,146342,-3.56,7.57,741567,930844,-20.33
106,4,4426,利勤,165957,230988,183837,-28.15,-9.72,678939,901442,-24.68
106,4,4438,廣越,328597,306880,205836,7.07,59.64,1115450,887534,25.67
106,4,1503,士電,1703743,1862396,1685582,-8.51,1.07,6815164,6611891,3.07
106,4,1504,東元,4307983,4293193,4203772,0.34,2.47,16243098,15861059,2.4
106,4,1506,正道,107054,131440,128132,-18.55,-16.45,458703,537400,-14.64
106,4,1513,中興電,693513,1073473,629564,-35.39,10.15,3254722,4049202,-19.62
106,4,1514,亞力,211336,285142,301331,-25.88,-29.86,960975,1419164,-32.28
106,4,1515,力山,345971,373516,257378,-7.37,34.42,1229656,1018980,20.67
106,4,1517,利奇,228365,260019,247896,-12.17,-7.87,890889,924329,-3.61
106,4,1519,華城,205064,755249,760078,-72.84,-73.02,1395481,1796014,-22.3
106,4,1526,日馳,104546,112066,86139,-6.71,21.36,338033,280923,20.32
106,4,1527,鑽全,300794,360474,358076,-16.55,-15.99,1295213,1328189,-2.48
106,4,1528,恩德,307914,363261,329602,-15.23,-6.58,1151407,1125609,2.29
106,4,1529,樂事綠能,3871,39616,8052,-90.22,-51.92,54187,103006,-47.39
106,4,1530,亞崴,290882,357052,299100,-18.53,-2.74,1248767,1043217,19.7
106,4,1531,高林股,176914,233626,146783,-24.27,20.52,761533,804743,-5.36
106,4,1532,勤美,1304107,1197297,1202766,8.92,8.42,4753452,4706339,1.0
106,4,1535,中宇,876627,616990,733049,42.08,19.58,2647694,3142679,-15.75
106,4,1537,廣隆,688313,691389,570378,-0.44,20.67,2409056,2172092,10.9
106,4,1538,正峰,69980,72935,47209,-4.05,48.23,250992,209711,19.68
106,4,1539,巨庭,235059,244239,258858,-3.75,-9.19,1001467,987404,1.42
106,4,1540,喬福,54200,53964,49420,0.43,9.67,201621,192426,4.77
106,4,1541,錩泰,287088,303694,276787,-5.46,3.72,1124477,1139522,-1.32
106,4,1558,伸興,478867,360873,497559,32.69,-3.75,1452391,1723084,-15.7
106,4,1560,中砂,370265,349487,309869,5.94,19.49,1471036,1244374,18.21
106,4,1583,程泰,509906,617045,521404,-17.36,-2.2,2095499,1873723,11.83
106,4,1597,直得,118495,108016,86659,9.7,36.73,374569,304066,23.18
106,4,2049,上銀,1640959,1590477,1324150,3.17,23.92,5940878,4308557,37.88
106,4,2371,大同,5768920,6318151,6749595,-8.69,-14.52,24308785,26394093,-7.9
106,4,3167,大量,220895,203861,152835,8.35,44.53,852255,593224,43.66
106,4,4526,東台,614823,882677,880088,-30.34,-30.14,2639574,2551191,3.46
106,4,4532,瑞智,1890409,1657140,1649216,14.07,14.62,6504615,6041182,7.67
106,4,4540,全球傳動,202496,204232,133510,-0.85,51.67,685164,505401,35.56
106,4,4555,氣立,124258,113984,117270,9.01,5.95,388258,385432,0.73
106,4,4562,穎漢,123800,104410,96389,18.57,28.43,443936,344060,29.02
106,4,4564,元翎,160358,188615,164749,-14.98,-2.66,594887,674703,-11.82
106,4,4566,時碩工業,275399,338184,225309,-18.56,22.23,1115300,832756,33.92
106,4,4576,大銀微系統,219312,188038,137690,16.63,59.27,650488,535517,21.46
106,4,8222,寶一,66027,73071,79390,-9.63,-16.83,272502,370187,-26.38
106,4,8374,羅昇,341970,360755,319231,-5.2,7.12,1250839,1157275,8.08
106,4,8996,高力,92227,152228,247845,-39.41,-62.78,562071,872396,-35.57
106,4,1603,華電,179541,214869,207771,-16.44,-13.58,753352,778782,-3.26
106,4,1604,聲寶,771398,807790,970307,-4.5,-20.49,2886231,3617421,-20.21
106,4,1605,華新,13154245,14196772,11855641,-7.34,10.95,50235425,43250079,16.15
106,4,1608,華榮,714537,925704,505831,-22.81,41.26,2652430,2215219,19.73
106,4,1609,大亞,1288156,1555135,1139994,-17.16,12.99,5036045,4338416,16.08
106,4,1611,中電,250686,242103,214778,3.54,16.71,914065,910484,0.39
106,4,1612,宏泰,307002,417305,277818,-26.43,10.5,1204558,1007889,19.51
106,4,1614,三洋電,380869,431674,445266,-11.76,-14.46,1545580,1929977,-19.91
106,4,1615,大山,266053,159253,133505,67.06,99.28,754321,651894,15.71
106,4,1616,億泰,215313,240488,266272,-10.46,-19.13,806531,942132,-14.39
106,4,1617,榮星,251299,304641,215177,-17.5,16.78,971744,815084,19.22
106,4,1618,合機,146577,189317,121454,-22.57,20.68,529422,530311,-0.16
106,4,4930,燦星網,945059,964263,905155,-1.99,4.4,3844518,3832111,0.32
106,4,5283,禾聯碩,476060,459184,373044,3.67,27.61,1683545,1915448,-12.1
106,4,1708,東鹼,307386,345891,323073,-11.13,-4.85,1245338,1333275,-6.59
106,4,1709,和益,746504,900868,705620,-17.13,5.79,3102492,3125517,-0.73
106,4,1710,東聯,1911681,2196766,1295902,-12.97,47.51,9028013,4731502,90.8
106,4,1711,永光,722990,867336,903434,-16.64,-19.97,3041060,3197692,-4.89
106,4,1712,興農,1386699,1669590,1480147,-16.94,-6.31,5522052,5680976,-2.79
106,4,1713,國化,46603,60806,55716,-23.35,-16.35,192417,191565,0.44
106,4,1714,和桐,2602208,2858282,2472516,-8.95,5.24,10507460,9439359,11.31
106,4,1717,長興,3116921,3745244,3345178,-16.77,-6.82,12303840,11909641,3.3
106,4,1718,中纖,2827662,2872729,2901647,-1.56,-2.54,11584134,10531950,9.99
106,4,1721,國慶科技,197061,350404,309740,-43.76,-36.37,1086768,1355748,-19.83
106,4,1722,台肥,947437,1355275,1107671,-30.09,-14.46,4193135,4295300,-2.37
106,4,1723,中碳,534801,616352,404258,-13.23,32.29,2222047,1630229,36.3
106,4,1725,元禎,805311,821766,772298,-2.0,4.27,3242812,2818180,15.06
