roc_year,month,code,name,revenue_this_month,revenue_last_month,revenue_last_year_same_month,mom_pct,yoy_pct,revenue_cum_this_year,revenue_cum_last_year,cum_pct
115,6,1101,台泥,13382706,12612013,10107877,6.11,32.39,71467332,70380916,1.54
115,6,1102,亞泥,5885972,6296531,6019299,-6.52,-2.21,32706448,35260444,-7.24
115,6,1103,嘉泥,229237,230485,247791,-0.54,-7.48,1355713,1521022,-10.86
115,6,1104,環泥,508460,655816,627049,-22.46,-18.91,3559282,3897477,-8.67
115,6,1108,幸福,265297,335095,361327,-20.82,-26.57,1903969,2373296,-19.77
115,6,1109,信大,314135,348178,390871,-9.77,-19.63,1857846,2222076,-16.39
115,6,1110,東泥,213484,233647,222403,-8.62,-4.01,1267326,1488991,-14.88
115,6,1201,味全,1825679,1825310,1736584,0.02,5.13,10445618,10731978,-2.66
115,6,1203,味王,427563,432673,432438,-1.18,-1.12,2610790,2944445,-11.33
115,6,1210,大成,8952188,9065705,7980681,-1.25,12.17,53681329,50471928,6.35
115,6,1213,大飲,25270,22834,23916,10.66,5.66,150587,135192,11.38
115,6,1215,卜蜂,2419781,2488775,2226284,-2.77,8.69,14401643,13757991,4.67
115,6,1216,統一,58301112,59180335,55738019,-1.48,4.59,349977990,338838287,3.28
115,6,1217,愛之味,414313,376355,424548,10.08,-2.41,2353549,2427740,-3.05
115,6,1218,泰山,713728,821022,809797,-13.06,-11.86,5032265,4935865,1.95
115,6,1219,福壽,1104022,1115075,1099572,-0.99,0.4,7076264,7139489,-0.88
115,6,1220,台榮,273600,239785,255918,14.1,6.9,1508233,1555054,-3.01
115,6,1225,福懋油,1006736,1031005,984253,-2.35,2.28,6429101,6231711,3.16
115,6,1227,佳格,1949498,2282197,1980512,-14.57,-1.56,13933697,13055092,6.72
115,6,1229,聯華,1027017,786408,2140098,30.59,-52.01,5034007,6531639,-22.92
115,6,1231,聯華食,1030161,986344,963173,4.44,6.95,6373030,6105448,4.38
115,6,1232,大統益,1866048,1831688,1604514,1.87,16.29,11481997,10501378,9.33
115,6,1233,天仁,195470,188910,163079,3.47,19.86,1131434,1079445,4.81
115,6,1234,黑松,728270,694368,768937,4.88,-5.28,4436616,4696718,-5.53
115,6,1235,興泰,11632,7962,12486,46.09,-6.83,93426,68170,37.04
115,6,1236,宏亞,110212,107321,96579,2.69,14.11,885268,849982,4.15
115,6,1702,南僑,1874328,1887464,1823967,-0.69,2.76,11544145,11626549,-0.7
115,6,1737,臺鹽,256387,249347,284962,2.82,-10.02,1558509,1676386,-7.03
115,6,7780,大研生醫*,241821,202685,175609,19.3,37.7,1080185,789653,36.79
115,6,7791,皇家可口,245172,218370,261542,12.27,-6.25,1160131,1268280,-8.52
115,6,1301,台塑,13976274,14951422,14362122,-6.52,-2.68,89239090,92589306,-3.61
