code,name,roc_year,quarter,gross_margin_pct
6834,天二科技,115,2,26.0
6835,圓裕,115,2,16.13
6838,台新藥,115,2,71.93
6854,錼創科技-KY創,115,2,-30.35
6861,睿生光電,115,2,27.37
6862,三集瑞-KY,115,2,33.75
6863,永道-KY,115,2,22.32
6869,雲豹能源,115,2,16.3
6873,泓德能源,115,2,24.63
6885,全福生技,115,2,-17.17
6887,寶綠特-KY,115,2,28.21
6890,來億-KY,115,2,15.13
6901,鑽石投資,115,2,100.0
6902,GOGOLOOK,115,2,89.34
6906,現觀科,115,2,84.98
6908,宏碁遊戲-創,115,2,13.83
6909,創控,115,2,57.1
6914,阜爾運通,115,2,21.47
6916,華凌,115,2,23.02
6918,愛派司,115,2,66.31
6919,康霈*,115,2,65.25
6921,嘉雨思-創,115,2,46.52
6923,中台,115,2,37.15
6924,榮惠-KY創,115,2,24.77
6928,攸泰科技,115,2,28.38
6931,青松健康,115,2,15.76
6933,AMAX-KY,115,2,18.59
6934,心誠鎂,115,2,-165.88
6936,永鴻生技,115,2,37.38
6937,天虹,115,2,41.71
6944,兆聯實業,115,2,27.82
6947,台鎔科技,115,2,37.92
6949,沛爾生醫*-創,115,2,-19.6
6951,青新-創,115,2,59.98
6952,大武山,115,2,19.94
6955,邦睿生技-創,115,2,77.47
6957,裕慶-KY,115,2,31.91
6958,日盛台駿,115,2,28.18
6962,奕力-KY,115,2,17.86
6965,中傑-KY,115,2,11.53
6969,成信實業*-創,115,2,33.1
6988,威力暘-創,115,2,29.48
6994,富威電力,115,2,13.02
7610,聯友金屬-創,115,2,69.83
7631,聚賢研發-創,115,2,29.82
7689,大鵬科CLMX,115,2,30.75
7705,三商餐飲,115,2,35.16
7711,永擎,115,2,15.23
7721,微程式,115,2,61.74
7722,LINEPAY,115,2,24.28
7730,暉盛-創,115,2,45.55
7732,金興精密,115,2,26.35
7736,虎山,115,2,28.26
7740,熙特爾-創,115,2,9.4
7749,意騰-KY,115,2,69.31
7750,新代,115,2,45.82
7760,享溫馨,115,2,38.48
7765,中華資安,115,2,45.96
7768,頌勝科技,115,2,53.91
7769,鴻勁,115,2,56.15
7780,大研生醫*,115,2,61.22
7786,東方風能,115,2,21.55
7788,松川精密,115,2,29.14
7791,皇家可口,115,2,34.96
7795,長廣,115,2,41.53
7799,禾榮科,115,2,-224.52
7803,雲象科技-創,115,2,44.96
7818,溢泰實業,115,2,27.94
7821,神數,115,2,21.26
7822,倍利科,115,2,59.42
7823,奧義賽博-KY創,115,2,84.83
7827,漢康-KY創,115,2,6.5
7835,永悅健康-創,115,2,30.09
7855,和運租車,115,2,12.03
8011,台通,115,2,20.38
8016,矽創,115,2,33.23
8021,尖點,115,2,39.58
8028,昇陽半導體,115,2,37.74
8033,雷虎,115,2,36.73
8039,台虹,115,2,22.61
8045,達運光電,115,2,26.96
8046,南電,115,2,20.73
8070,長華*,115,2,18.84
8072,陞泰,115,2,16.61
8081,致新,115,2,40.02
8101,華冠,115,2,5.91
8103,瀚荃,115,2,37.44
8104,錸寶,115,2,19.54
8105,凌巨,115,2,9.28
8110,華東,115,2,9.57
8112,至上,115,2,3.8
8114,振樺電,115,2,42.51
8131,福懋科,115,2,19.6
8150,南茂,115,2,15.93
8162,微矽電子-創,115,2,20.26
8163,達方,115,2,17.2
8201,無敵,115,2,27.94
8210,勤誠,115,2,32.73
8213,志超,115,2,11.01
8215,明基材,115,2,13.49
8222,寶一,115,2,26.4
8249,菱光,115,2,16.0
8261,富鼎,115,2,36.04
8271,宇瞻,115,2,50.42
8341,日友,115,2,47.14
8367,建新國際,115,2,27.85
8374,羅昇,115,2,23.99
8404,百和興業-KY,115,2,32.91
8411,福貞-KY,115,2,8.17
8422,可寧衛*,115,2,37.16
8429,金麗-KY,115,2,14.58
8438,昶昕,115,2,14.32
8442,威宏-KY,115,2,16.79
8443,阿瘦,115,2,54.22
8454,富邦媒,115,2,9.14
8462,柏文,115,2,34.48
8463,潤泰材,115,2,13.9
8464,億豐,115,2,59.54
8466,美吉吉-KY,115,2,8.14
8467,波力-KY,115,2,35.69
8473,山林水,115,2,32.75
8476,台境*,115,2,15.24
8478,東哥遊艇,115,2,39.92
8481,政伸,115,2,46.01
8482,商億-KY,115,2,33.2
8487,愛爾達-創,115,2,21.92
8488,吉源-KY,115,2,5.58
8499,鼎炫-KY,115,2,40.96
8926,台汽電,115,2,9.79
8940,新天地,115,2,49.15
8996,高力,115,2,27.8
9802,鈺齊-KY,115,2,14.72
9902,台火,115,2,24.94
9904,寶成,115,2,21.09
9905,大華,115,2,11.35
9906,欣巴巴,115,2,37.74
9907,統一實,115,2,10.77
9908,大台北,115,2,23.17
9910,豐泰,115,2,18.44
9911,櫻花,115,2,35.43
9912,偉聯,115,2,44.23
9914,美利達,115,2,17.88
9917,中保科,115,2,33.42
9918,欣天然,115,2,31.96
9919,康那香,115,2,6.79
9921,巨大,115,2,22.26
9924,福興,115,2,19.43
9925,新保,115,2,31.62
9926,新海,115,2,26.8
9927,泰銘,115,2,8.79
9928,中視,115,2,0.68
9929,秋雨,115,2,23.26
9930,中聯資源,115,2,14.23
9931,欣高,115,2,17.99
9933,中鼎,115,2,13.39
9934,成霖,115,2,36.34
9935,慶豐富,115,2,28.13
9937,全國,115,2,12.03
9938,百和,115,2,30.78
9939,宏全,115,2,25.16
9940,信義,115,2,25.8
9941,裕融,115,2,43.07
9942,茂順,115,2,39.84
9943,好樂迪,115,2,50.89
9944,新麗,115,2,33.33
9945,潤泰新,115,2,26.18
9946,三發地產,115,2,53.51
9955,佳龍,115,2,7.78
9958,世紀鋼,115,2,25.91
